exp_id,date,game,code_rev,n,new_ckpt,new_c,new_cap,new_var,new_sims,old_ckpt,old_c,old_cap,old_var,old_sims,W,L,D,elo,sigma,avg_diff,src_dir,confidence,note
lever1_residual_s05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,b358839,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.5,200,HeuristicMCTS,3.0,12,v2_7,200,121,76,3,79.5,25.0,4.63,/mnt/c/carc-shared/lever_seq/eval_residual_s05,medium,"Lever 1 scale=0.5: marginal +51.6 (z=1.5), also positive. Inverted-U peak near scale~0.25. Two consistent +ve scales = real signal, not a lone spike (the a30t03 lesson)."
lever2_centered_b0_baseline_vs_heuristic_baseonly_s200_n200,2026-06-06,base,b358839,200,/mnt/c/carc-shared/lever_seq/ckpt/centered.pt,3.0,12,v2_7+centered_vb0,200,HeuristicMCTS,3.0,12,v2_7,200,104,91,5,22.6,25.0,2.29,/mnt/c/carc-shared/lever_seq/eval_centered_b0,medium,"Lever 2 (per-node-centered MSE, beta=1.0) BASELINE: centered-net priors + pure v2.7 leaf. Paired baseline (seed 700000)."
lever2_centered_b05_vs_heuristic_baseonly_s200_n161,2026-06-06,base,b358839,161,/mnt/c/carc-shared/lever_seq/ckpt/centered.pt,3.0,12,v2_7+centered_vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,72,89,0,-36.8,28.0,-7.09,/mnt/c/carc-shared/lever_seq/eval_centered_b05,low,"Lever 2 lambda=0.5: MARGINAL vs b0 = -62 (value HURTS). n=161 (eval stopped early; verdict clear, freed laptop for the L1 confirmation). Centering did NOT make value an asset; Lever 1 (residual) is the winner."
lever1_residual_s0_confirm_vs_heuristic_baseonly_s200_n400,2026-06-06,base,b358839,400,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0,200,HeuristicMCTS,3.0,12,v2_7,200,217,180,3,32.2,17.0,1.56,/mnt/c/carc-shared/lever_seq/confirm_residual_s0_n400,high,"Lever 1 CONFIRMATION baseline (independent seed 800000, n=400): residual-net priors + pure v2.7 leaf = +32.2. Consistent with the screen's scale0 +27.9."
lever1_residual_s025_confirm_vs_heuristic_baseonly_s200_n400,2026-06-06,base,b358839,400,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.25,200,HeuristicMCTS,3.0,12,v2_7,200,233,156,11,67.7,18.0,3.25,/mnt/c/carc-shared/lever_seq/confirm_residual_s025_n400,high,"Lever 1 CONFIRMED (independent seed 800000, n=400): leaf=v2.7+0.25*Delta = +67.7. MARGINAL vs scale0 = +35.5 +/- 25 (z=1.43); screen was +68.3 -> regression to mean (screen high). POOLED (screen n200 + confirm n400, independent seeds) = +46.5 +/- 20, z=2.29 -> residual value is a REAL (modest) ASSET, confirmed across 2 seed sets + the inverted-U. FIRST positive-marginal learned value leaf. Mechanism win (value helps search), NOT yet a strength win (in-ecosystem vs HeuristicMCTS; out-of-lineage odometer untested). Next: flywheel to compound."
rank_a05t03_blend05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a05t03.pt,3.0,12,v2_7+rankL_a0.5_t0.3+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,98,97,5,1.7,24.6,-3.85,/mnt/c/carc-shared/rank_sweep/eval_a05t03_b05,medium,"STEP B.1 sweep config alpha=0.5,temp=0.3. lambda=0.5 ABSOLUTE=+1.7; MARGINAL (lambda0.5 - own lambda0) = -66.9 -> value still HURTS. Full sweep best marginal = a30t01 -21.0; ALL 6 configs negative -> ranking loss helps (vs pure-MSE -80/-94) but no config clears marginal>=0. SUPERSEDED by Lever 1 (residual) which reached marginal +46.5 (z=2.29)."
rank_a10t01_blend05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a10t01.pt,3.0,12,v2_7+rankL_a1.0_t0.1+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,99,98,3,1.7,24.6,-1.74,/mnt/c/carc-shared/rank_sweep/eval_a10t01_b05,medium,"STEP B.1 sweep config alpha=1.0,temp=0.1. lambda=0.5 ABSOLUTE=+1.7; MARGINAL (lambda0.5 - own lambda0) = -61.5 -> value still HURTS. Full sweep best marginal = a30t01 -21.0; ALL 6 configs negative -> ranking loss helps (vs pure-MSE -80/-94) but no config clears marginal>=0. SUPERSEDED by Lever 1 (residual) which reached marginal +46.5 (z=2.29)."
rank_a10t03_blend05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a10t03.pt,3.0,12,v2_7+rankL_a1.0_t0.3+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,109,87,4,38.4,24.7,-0.51,/mnt/c/carc-shared/rank_sweep/eval_a10t03_b05,medium,"STEP B.1 sweep config alpha=1.0,temp=0.3. lambda=0.5 ABSOLUTE=+38.4; MARGINAL (lambda0.5 - own lambda0) = -26.7 -> value still HURTS. Full sweep best marginal = a30t01 -21.0; ALL 6 configs negative -> ranking loss helps (vs pure-MSE -80/-94) but no config clears marginal>=0. SUPERSEDED by Lever 1 (residual) which reached marginal +46.5 (z=2.29)."
rank_a30t01_blend05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a30t01.pt,3.0,12,v2_7+rankL_a3.0_t0.1+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,104,95,1,15.6,24.6,-0.87,/mnt/c/carc-shared/rank_sweep/eval_a30t01_b05,medium,"STEP B.1 sweep config alpha=3.0,temp=0.1. lambda=0.5 ABSOLUTE=+15.6; MARGINAL (lambda0.5 - own lambda0) = -21.0 -> value still HURTS. Full sweep best marginal = a30t01 -21.0; ALL 6 configs negative -> ranking loss helps (vs pure-MSE -80/-94) but no config clears marginal>=0. SUPERSEDED by Lever 1 (residual) which reached marginal +46.5 (z=2.29)."
rank_a30t03_blend05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a30t03.pt,3.0,12,v2_7+rankL_a3.0_t0.3+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,92,106,2,-24.4,24.6,-2.77,/mnt/c/carc-shared/rank_sweep/eval_a30t03_b05,medium,"STEP B.1 sweep config alpha=3.0,temp=0.3. lambda=0.5 ABSOLUTE=-24.4; MARGINAL (lambda0.5 - own lambda0) = -93.0 -> value still HURTS. Full sweep best marginal = a30t01 -21.0; ALL 6 configs negative -> ranking loss helps (vs pure-MSE -80/-94) but no config clears marginal>=0. SUPERSEDED by Lever 1 (residual) which reached marginal +46.5 (z=2.29)."
flywheel_residual_iter1_s025_vs_heuristic_baseonly_s200_n300,2026-06-07,base,cd853b1,300,/mnt/c/carc-shared/flywheel_residual/ckpt/iter1.pt,3.0,12,v2_7+resid_s0.25+flywheel_it1,200,HeuristicMCTS,3.0,12,v2_7,200,177,120,3,66.8,20.0,0,/mnt/c/carc-shared/flywheel_residual/gate/iter1_s025,medium,"Lever 3 residual FLYWHEEL iter1 (warm from iter0 best, residual leaf scale0.25 in self-play, value_target=residual, 400 games 3-box). scale0.25=+66.8 vs iter0 baseline +116.5 -> REGRESSED -50 (scale0 also dropped +75->+35: the co-adaptation train DESTABILIZED the policy). marginal +31.9 (residual still helps). Rejected by keep-best."
flywheel_residual_iter2_s025_vs_heuristic_baseonly_s200_n300,2026-06-07,base,cd853b1,300,/mnt/c/carc-shared/flywheel_residual/ckpt/iter2.pt,3.0,12,v2_7+resid_s0.25+flywheel_it2,200,HeuristicMCTS,3.0,12,v2_7,200,200,96,4,125.7,21.0,0,/mnt/c/carc-shared/flywheel_residual/gate/iter2_s025,medium,"Lever 3 residual FLYWHEEL iter2 (warm from iter0 best again, since iter1 rejected). scale0.25=+125.7 vs iter0 +116.5 = +9.2 (< +12 keep margin, within n=300 noise +-21 = TIED). marginal +46.8. PLATEAU (2 flat iters) -> flywheel STOPPED, best=iter0. VERDICT: the residual gain does NOT compound via flywheel; it is a confirmed STATIC asset. Marginal stable +41/+32/+47 across iter0/1/2 gates + 3 seeds (700k/800k/900k) = residual value robustly helps ~+45, but co-adaptation neither grows it nor the policy (scale0 flat +75/+35/+79). NEXT: out-of-lineage odometer on iter0 best before any strength claim (in-ecosystem gate may overstate)."
odometer_residual_s025_h200_n120,2026-06-07,base,484dcfa,120,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.25,200,HeuristicMCTS,3.0,12,v2_7,200,77,42,1,104.4,33.0,0,/mnt/c/carc-shared/odometer_residual/resid_s025/h200,medium,"Out-of-lineage ODOMETER (asymmetric ladder, seed 950k). Residual net @ heur@200: +104.4. vs scale0 (pure v2.7, same net) +40.7 -> residual margin +63.6."
odometer_residual_s025_h800_n120,2026-06-07,base,484dcfa,120,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.25,200,HeuristicMCTS,3.0,12,v2_7,800,55,65,0,-29.0,32.0,0,/mnt/c/carc-shared/odometer_residual/resid_s025/h800,medium,"ODOMETER heur@800 (4x deeper, OUT-OF-LINEAGE): residual -29.0 vs scale0 -76.5 -> margin +47.5 (z~1). THE KEY RESULT: the residual gain SURVIVES a deeper opponent it was never gated against -> NOT ecosystem-overfit (consistent with the n=300-400 +45 confirmation)."
odometer_residual_s025_h3200_n120,2026-06-07,base,484dcfa,120,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.25,200,HeuristicMCTS,3.0,12,v2_7,3200,52,65,3,-37.8,32.0,0,/mnt/c/carc-shared/odometer_residual/resid_s025/h3200,medium,"ODOMETER heur@3200 (16x deeper): residual -37.8 vs scale0 -20.3 -> margin -17.5 (within noise of 0 at n=120, sigma~45): the residual benefit WASHES OUT vs a vastly deeper searcher. CROSSOVER (heur-equiv depth, wr=0.5): residual net ~588 vs pure-policy ~325 -> the residual ~doubles heur-equiv depth = a REAL modest strength gain, but the net still loses to heur@800+ (ceiling RAISED ~1 doubling, NOT broken). Verdict: residual = validated modest gain, not ecosystem illusion, not superhuman."
r1_iter01_vs_heuristic_v27leaf_baseonly_s200_n400,2026-06-07,base,d472d10a,400,/mnt/carc-shared/stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,200,225,170,5,48.1,17.5,4.8,/mnt/c/carc-shared/r1_heurv27/iter01_s200_h200_c30_heurv2_7,high,"R1 CORRECTION: iter_01 vs HeuristicMCTS with the MATCHED v2.7 leaf (--heur-leaf v2_7), seeds 700000+ paired, 3-box. 225W/5D/170L=56.9%=+48.1 elo/2.7sigma. The baseline stage_b_iter1_vs_heuristic (+86.9) ran the v1 leaf on the opponent (mcts.py:298-304) despite docstrings claiming v2.7 -> matching the leaf costs ~39 elo (45pct of the headline). Learned POLICY edge over matched-leaf heuristic search is REAL but ~half the headline: +48 not +87. n=70 early read -55 was small-n noise (regressed up). Patch d472d10."
cleaneval_r1_leafgap_heurv2_7_vs_v1_s200_n400,2026-06-07,base,1973fc1,400,HeuristicMCTS-v2_7,3.0,12,v2_7,200,HeuristicMCTS-v1,3.0,,v1,200,181,209,10,-24.4,16.5,-1.85,/mnt/c/carc-shared/clean_eval_runs/r1_leafgap_heur_v2_7_vs_v1_s200,inconclusive,"CLEAN-EVAL #1 PURE LEAF GAP (no net): HeuristicMCTS v2.7(cap=12) vs v1, n=400 paired clean 1e9 seeds. v2.7 LOSES -24.4 elo (z=1.5, inconclusive but leans v2.7-WEAKER). CONTRADICTS the implied +39 leaf inflation from R1; reconciled by non-transitivity. Provenance runtime-verified."
cleaneval_r2_iter11_vs_heurv2_7_s200_n400,2026-06-07,base,1973fc1,400,/mnt/c/carc-shared/pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,200,248,147,5,89.7,17.2,4.97,/mnt/c/carc-shared/clean_eval_runs/r2_iter11_vs_heurv2_7_s200,high,"CLEAN-EVAL #2: iter_11 vs MATCHED v2.7 yardstick, n=400 paired clean. +89.7 elo/z=5.2 RESOLVED. Old base-only vs-v1 was +25.2/z=1.45 (inconclusive) -> matching to v2.7 INCREASED the margin (v2.7 easier for iter_11). River+buggy +181.7 INVALIDATED."
cleaneval_r3_stageb_iter01_vs_heurv2_7_s200_n400,2026-06-07,base,1973fc1,400,/mnt/c/carc-shared/stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,200,216,176,8,34.9,17.8,2.245,/mnt/c/carc-shared/clean_eval_runs/r3_stageb_iter01_vs_heurv2_7_s200,medium,"CLEAN-EVAL #3: Stage-B iter_01 vs matched v2.7, clean rerun of the +48.1 R1-correction cell. +34.9/z=2.0 (real, marginal ~2sigma). Consistent with +48.1 within noise. Directionally survives, ~40pct of the +86.9 v1-headline."
cleaneval_r4_residual_rs0_vs_heurv2_7_s200_n400,2026-06-07,base,1973fc1,400,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs0,200,HeuristicMCTS,3.0,12,v2_7,200,231,167,2,56.1,16.6,3.49,/mnt/c/carc-shared/clean_eval_runs/r4_residual_rs0_vs_heurv2_7_s200,high,"CLEAN-EVAL #4a: residual net, residual_scale=0 (value head OFF = pure-v2.7 policy control) vs matched v2.7. +56.1/z=3.4 RESOLVED. Baseline for the value-head marginal."
cleaneval_r5_residual_rs025_vs_heurv2_7_s200_n400,2026-06-07,base,1973fc1,400,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,200,242,148,10,83.2,16.9,5.32,/mnt/c/carc-shared/clean_eval_runs/r5_residual_rs025_vs_heurv2_7_s200,high,"CLEAN-EVAL #5/#4b: residual net, residual_scale=0.25 (value head ON, R7 runtime-verified fired) vs matched v2.7. +83.2/z=4.9. MARGINAL vs scale0 (#4a) deck-paired = +0.0375 wr/z=1.30 ~+26 elo INCONCLUSIVE at n=400 (old +45 NOT cleanly reproduced; needs n~900-1500 top-up)."
cleaneval_r4_residual_rs0_vs_heurv2_7_s200_n1200,2026-06-08,base,4d43c79,1200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs0,200,HeuristicMCTS,3.0,12,v2_7,200,698,486,16,62.0,9.8,4.0,/mnt/c/carc-shared/clean_eval_runs/r4_residual_rs0_vs_heurv2_7_s200,high,CLEAN-EVAL TOP-UP #4a n=1200: residual scale-0 (value head OFF) vs matched v2.7. +62.0/z=6.3. Baseline for the CL-004 marginal. Supersedes the n400 screen.
cleaneval_r5_residual_rs025_vs_heurv2_7_s200_n1200,2026-06-08,base,4d43c79,1200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,200,757,422,21,99.6,9.8,5.9,/mnt/c/carc-shared/clean_eval_runs/r5_residual_rs025_vs_heurv2_7_s200,high,CLEAN-EVAL TOP-UP #5 n=1200: residual scale-0.25 (value head ON) vs matched v2.7. +99.6/z=10.2. MARGINAL vs scale0 (r4) deck-paired = +0.0512 wr / z=2.98 ~ +37.6 elo -> CL-004 RESOLVED Supported (the n400 +26/z=1.30 was underpowered). PROTOCOL_001 PASS.
cleaneval_t1_iter11_vs_heurv1_s200_n400,2026-06-08,base,4d43c79,400,/mnt/c/carc-shared/pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,HeuristicMCTS-v1,3.0,,v1,200,216,175,9,35.7,17.0,2.1,/mnt/c/carc-shared/clean_eval_runs/t1_iter11_vs_heurv1_s200,high,"CLEAN-EVAL TOP-UP non-transitivity: iter_11 (net, v2.7 leaf) vs HeuristicMCTS-v1. +35.7/z=2.1 (clean; old contaminated +25.2). Pairs with r2 (+89.7 vs v2.7): Delta(v2.7-v1)=+54 z=2.29 (v2.7 easier)."
cleaneval_t2_stageb_iter01_vs_heurv1_s200_n400,2026-06-08,base,4d43c79,400,/mnt/c/carc-shared/stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS-v1,3.0,,v1,200,208,180,12,24.4,17.0,1.7,/mnt/c/carc-shared/clean_eval_runs/t2_stageb_iter01_vs_heurv1_s200,high,CLEAN-EVAL TOP-UP non-transitivity: Stage-B iter_01 vs HeuristicMCTS-v1. +24.4/z=1.4 (clean; old contaminated +86.9 = 62-elo gap -> CL-012 strengthened). Pairs with r3 (+34.9 vs v2.7): Delta=+10 z=0.46 n.s. -> SAME sign as iter_11 -> non-transitivity OVERTURNED (CL-016).
cleaneval_h2h_residual_rs025_vs_iter11_s200_n1500,2026-06-08,base,702781e,1500,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs025,200,/mnt/c/carc-shared/pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,815,668,17,34.2,8.5,0.41,/mnt/c/carc-shared/h2h_runs/residual_rs025_vs_iter11_s200,high,"PROTOCOL_002 head-to-head: residual@0.25 (value head ON) vs iter_11, deck-paired, seed 1e9, matched v2.7. n=400 +29.6/z=1.77 IN (1.3,2) band -> pre-registered escalation -> n=1500 +34.2/z=4.00 = residual_wins. Independently re-tallied (matches orchestrator). CL-002 falsified, CL-017 residual=strongest agent (Supported, in-ecosystem). Production fold-in (CL-005) still gated on out-of-lineage odometer."
flywheel_v2_odo_iter0_vs_heur800_v27_n200,2026-06-08,base,61e4fcc,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,113,83,4,52.5,23.5,3.10,/mnt/c/carc-shared/flywheel_residual_v2/odo/odo_iter0,high,"Track-B flywheel attempt#1 OUT-OF-LINEAGE odometer baseline: iter0 (=residual net) best@scale0.25 vs heur@800-v2.7, n=200 paired, clean seed 1.5e9, deck-paired sigma. +52.5/z=2.23. The bar the flywheel must beat to show out-of-lineage compounding (CL-011)."
flywheel_v2_odo_best_iter1_vs_heur800_v27_n200,2026-06-08,base,61e4fcc,200,/mnt/c/carc-shared/flywheel_residual_v2/ckpt/iter1.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,110,87,3,40.1,24.8,3.65,/mnt/c/carc-shared/flywheel_residual_v2/odo/odo_best_iter1,high,"Track-B flywheel attempt#1 OUT-OF-LINEAGE VERDICT: best.pt(=iter1, flywheel-selected best, in-lineage gate +106.6 vs heur@200) vs heur@800-v2.7, n=200 paired, SAME decks as iter0 (seed 1.5e9). +40.1; deck-PAIRED delta vs iter0 = -12.4 elo / z=-0.42 = WASH (B<=A). The in-lineage +30 gate climb did NOT transfer = overfit to heur@200 -> CL-011 stays Disfavored. Recovered via odo_oneshot.sh after the plateau-break skipped the in-loop odometer (bug D-S7)."
flywheel_v2_odo_iter3hw_vs_heur800_v27_n200,2026-06-08,base,61e4fcc,200,/mnt/c/carc-shared/flywheel_residual_v2/ckpt/iter3.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,117,79,4,66.8,24.8,4.19,/mnt/c/carc-shared/flywheel_residual_v2/odo/odo_iter3_hw,high,"Track-B flywheel attempt#1 HIGH-WATER odometer: iter3.pt (in-lineage gate 116.2, the actual high-water that the +15 keep-margin REJECTED) vs heur@800-v2.7, n=200 paired, SAME decks (seed 1.5e9). +66.8 = STRONGEST of the 3 nets out-of-lineage. deck-PAIRED: iter3-iter0=+14.3/z=0.49, iter3-best=+26.7/z=0.72, BOTH within noise. CL-011 still Disfavored: +14.3 cum over 3 iters = +4.8/iter << charter +15/iter bar (fails regardless of sig). NUANCE: keep-best gated on the noisy in-lineage gate mis-selected (kept iter1 +40.1, discarded iter3 +66.8); in-lineage gate DISCORDANT with out-of-lineage (iter1 +30 in/-12 out vs iter0)."
flywheel2_cum_iter0_vs_heur800_v27_n200,2026-06-10,base,7d87ed0,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,105,92,3,22.62,25.5,2.28,/mnt/c/carc-shared/flywheel_residual_attempt2/cumulative/cum_it0,high,"Track-B flywheel attempt#2 5v0 CUMULATIVE ANCHOR baseline: iter0 (=residual net) vs heur@800-v2.7, paired clean band 1.5e9. The fixed reference iter5 is measured against."
flywheel2_cum_iter5_vs_heur800_v27_n200,2026-06-10,base,7d87ed0,200,/mnt/c/carc-shared/flywheel_residual_attempt2/ckpt/iter5.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,117,81,2,63.23,22.2,4.58,/mnt/c/carc-shared/flywheel_residual_attempt2/cumulative/cum_it5,high,"Track-B flywheel attempt#2 5v0 CUMULATIVE ANCHOR: champion iter5 (lineage iter0->2->4->5) vs heur@800-v2.7, SAME decks as iter0 (band 1.5e9). DECK-PAIRED Delta(iter5-iter0)=40.61 elo / z=1.26 / ndecks=100. Answers compounding-vs-RPS for the marginal chain (per-iter sel Deltas are new-vs-prev-champ on rotating bands, do NOT compose). Verdict: partial. iter6 AND iter7 then REJECTED vs iter5 (climb stalled at iter5)."
flywheel2_SEALED_iter0_vs_heur800_v27_n400,2026-06-10,base,15cd591,400,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,193,203,4,-8.69,16.3,0.52,/mnt/c/carc-shared/flywheel_residual_attempt2/odo/sealed_iter0,high,"Track-B flywheel attempt#2 SEALED held-out baseline: iter0 (residual net) vs heur@800-v2.7, band 1.7e9 (never used in selection), n=400 paired."
flywheel2_SEALED_champ_iter8_vs_heur800_v27_n400,2026-06-10,base,15cd591,400,/mnt/c/carc-shared/flywheel_residual_attempt2/best.pt,3.0,12,v2_7_rs025,200,HeuristicMCTS,3.0,12,v2_7,800,232,165,3,58.75,17.4,3.76,/mnt/c/carc-shared/flywheel_residual_attempt2/odo/sealed_champ,high,"Track-B flywheel attempt#2 SEALED HEADLINE VERDICT: champion iter8 (lineage iter0->2->4->5->8, plateaued since iter5) vs heur@800-v2.7, SAME held-out decks as iter0 (band 1.7e9). DECK-PAIRED Delta(iter8-iter0)=67.44 elo / z=2.73 / ndecks=200 = SIGNIFICANT. The properly-powered final word on CL-011 cumulative gain (cf 5v0 iter5 +40.6/z1.26 n=200). Flywheel STOPPED at iter10 (plateau); iters 11-12 skipped."
stageB_decomp_iter0_s0_vs_heur800_v27_n200,2026-06-10,base,88029ef,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rss0,200,HeuristicMCTS,3.0,12,v2_7,800,100,94,6,10.4,24.6,-0.11,/mnt/c/carc-shared/decomp/stageB/sb_iter0_s0,high,"Stage-B plateau decomp: iter0 POLICY-ONLY (residual scale 0) vs heur@800-v2.7, band 2.0e9. Decomp verdict: full lineage gain iter0->iter8 (+46.4 paired) is ~95% POLICY (policy-only climb +43.9); residual = static ~+22 additive, non-growing, locally inert (Stage A). Policy plateaus at iter5. CL-011 compounding FALSE."
stageB_decomp_iter0_s025_vs_heur800_v27_n200,2026-06-10,base,88029ef,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7_rss025,200,HeuristicMCTS,3.0,12,v2_7,800,108,89,3,33.1,24.6,1.5,/mnt/c/carc-shared/decomp/stageB/sb_iter0_s025,high,"Stage-B plateau decomp: iter0 residual-on (scale 0.25) vs heur@800-v2.7, band 2.0e9. Decomp verdict: full lineage gain iter0->iter8 (+46.4 paired) is ~95% POLICY (policy-only climb +43.9); residual = static ~+22 additive, non-growing, locally inert (Stage A). Policy plateaus at iter5. CL-011 compounding FALSE."
stageB_decomp_iter5_s0_vs_heur800_v27_n200,2026-06-10,base,88029ef,200,/mnt/c/carc-shared/flywheel_residual_attempt2/ckpt/iter5.pt,3.0,12,v2_7_rss0,200,HeuristicMCTS,3.0,12,v2_7,800,114,84,2,52.5,24.6,3.31,/mnt/c/carc-shared/decomp/stageB/sb_iter5_s0,high,"Stage-B plateau decomp: iter5 POLICY-ONLY (residual scale 0) vs heur@800-v2.7, band 2.0e9. Decomp verdict: full lineage gain iter0->iter8 (+46.4 paired) is ~95% POLICY (policy-only climb +43.9); residual = static ~+22 additive, non-growing, locally inert (Stage A). Policy plateaus at iter5. CL-011 compounding FALSE."
stageB_decomp_iter5_s025_vs_heur800_v27_n200,2026-06-10,base,88029ef,200,/mnt/c/carc-shared/flywheel_residual_attempt2/ckpt/iter5.pt,3.0,12,v2_7_rss025,200,HeuristicMCTS,3.0,12,v2_7,800,116,81,3,61.4,24.6,3.96,/mnt/c/carc-shared/decomp/stageB/sb_iter5_s025,high,"Stage-B plateau decomp: iter5 residual-on (scale 0.25) vs heur@800-v2.7, band 2.0e9. Decomp verdict: full lineage gain iter0->iter8 (+46.4 paired) is ~95% POLICY (policy-only climb +43.9); residual = static ~+22 additive, non-growing, locally inert (Stage A). Policy plateaus at iter5. CL-011 compounding FALSE."
stageB_decomp_iter8_s0_vs_heur800_v27_n200,2026-06-10,base,88029ef,200,/mnt/c/carc-shared/flywheel_residual_attempt2/ckpt/iter8.pt,3.0,12,v2_7_rss0,200,HeuristicMCTS,3.0,12,v2_7,800,114,83,3,54.3,24.6,3.63,/mnt/c/carc-shared/decomp/stageB/sb_iter8_s0,high,"Stage-B plateau decomp: iter8 POLICY-ONLY (residual scale 0) vs heur@800-v2.7, band 2.0e9. Decomp verdict: full lineage gain iter0->iter8 (+46.4 paired) is ~95% POLICY (policy-only climb +43.9); residual = static ~+22 additive, non-growing, locally inert (Stage A). Policy plateaus at iter5. CL-011 compounding FALSE."
stageB_decomp_iter8_s025_vs_heur800_v27_n200,2026-06-10,base,88029ef,200,/mnt/c/carc-shared/flywheel_residual_attempt2/ckpt/iter8.pt,3.0,12,v2_7_rss025,200,HeuristicMCTS,3.0,12,v2_7,800,119,74,7,79.5,24.6,4.8,/mnt/c/carc-shared/decomp/stageB/sb_iter8_s025,high,"Stage-B plateau decomp: iter8 residual-on (scale 0.25) vs heur@800-v2.7, band 2.0e9. Decomp verdict: full lineage gain iter0->iter8 (+46.4 paired) is ~95% POLICY (policy-only climb +43.9); residual = static ~+22 additive, non-growing, locally inert (Stage A). Policy plateaus at iter5. CL-011 compounding FALSE."
symaug_aug_off_vs_heur800_v27_n400,2026-06-10,base,6459435,400,/mnt/c/carc-shared/symaug_ab/aug_off.pt,3.0,12,v2_7_rss025,200,HeuristicMCTS,3.0,12,v2_7,800,227,166,7,53.4,17.2,2.513,/mnt/c/carc-shared/symaug_ab/eval/aug_off,high,"Symmetry-aug A/B (--augment-rotations, 4x rotated data, warm-from iter5 on iter8 gen, scale0.25) vs heur@800-v2.7, band 2.0e9, n=400 paired. EFFECT aug_on-aug_off (200 common decks) = -8.9 elo z=-0.38 = NULL (no gain; net already has the symmetry). SANITY aug_off vs decomp sb_iter8_s025 = -19.9 z=-0.61 (reproduces iter8 within noise). DECISION: do NOT fold symmetry aug into production (not worth 4x train cost)."
