exp_id,date,game,code_rev,n,new_ckpt,new_c,new_cap,new_var,new_sims,old_ckpt,old_c,old_cap,old_var,old_sims,W,L,D,elo,sigma,avg_diff,src_dir,confidence,note
ceiling_iter11_lam01_n400,2026-05-31,river,unknown,400,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7+nnblend0.1,200,same(pure v2.7),3.0,12,v2_7,200,179,220,1,-35.7,17.5,2.32,/mnt/c/carc-shared/ceiling_probe/iter11_lam01,high,Ceiling probe cell B: late net (val-corr ~0.81). NEW=0.1 NN-value blend vs OLD=pure v2.7. Blend HURTS -35.7 elo (-2.05sig). Delta vs cell A = -7.8: blend-tolerance did NOT rise as val-corr went 0.2->0.81 => v2.7 leaf ceiling NOT liftable by value-head blending. SUPERSEDES step9_blend_lam0.1 n=30 (+23.2 was noise).
anchor_iter4_vs_iter11_n400,2026-06-01,river,unknown,400,pathb_anchor/ckpt/iter_04.pt,1.5,12,v2_7,200,pathb_anchor/warm.pt(=iter_11),1.5,12,v2_7,200,221,176,3,39.3,17.5,,/mnt/c/carc-shared/pathb_anchor/eval/iter_04_vs_8800,high,"ANCHOR-FRACTION VERDICT. iter_4 (anchor-fraction self-play, warm-chained from iter_11, anchor=iter_11 @0.3) vs iter_11, net-vs-net @ c=1.5 sims=200 (loop gate config, NOT the ladder's c=3.0). 221W/3D/176L=55.6%=+39.3 elo/2.25sigma -> REAL modest gain over iter_11; the v2.7 leaf ceiling is NOT absolute. iter_4 is the new best. n=40 per-iter gates swung 37.5-68.8% (noise on top of this small signal); resolved only at n=400."
anchor_iter6_vs_iter4_n400,2026-06-01,river,unknown,400,pathb_anchor/ckpt/iter_06.pt,1.5,12,v2_7,200,pathb_anchor/ckpt/iter_04.pt,1.5,12,v2_7,200,196,203,1,-6.1,17.5,,/mnt/c/carc-shared/pathb_anchor/eval/iter_06_vs_04,high,"Confirm-before-kill plateau check (auto, n=400). iter_6 vs iter_4 = 49.1% = EQUAL (-6 elo/-0.35sigma) -> the two best checkpoints are same strength despite n=40 iter_11 gates of 57.5 vs 68.8 => those swings were NOISE. Triggered the loop's plateau-stop at iter 6."
anchor_iter0_vs_iter5_n100,2026-06-01,river,unknown,100,pathb_anchor/ckpt/iter_00.pt,1.5,12,v2_7,200,pathb_anchor/ckpt/iter_05.pt,1.5,12,v2_7,200,46,53,1,-24.4,35.0,,/mnt/c/carc-shared/pathb_anchor/eval/iter_00_vs_8801,medium,"Floor sanity-check (n=100): iter_0 (run start) vs iter_5. 46.5% = iter_5 ~= iter_0 within noise (-0.7sigma) -> chain is NOT monotonically accumulating; checkpoints bounce (iter_4/iter_6 ~+39 over iter_11, iter_0/iter_5 ~iter_11 level). Pipeline not broken (val-corr climbed 0.18->0.81), but play-strength gain is noisy/non-monotonic."
ladder_iter4_vs_heuristic_n400,2026-06-01,river,unknown,400,pathb_anchor/ckpt/iter_04.pt,3.0,12,v2_7,200,HeuristicMCTS,,12,v2_7,200,287,110,3,165.1,19.4,20.7,/mnt/c/carc-shared/ladder_n400/iter_04_s200_h200_c30,high,"LADDER (#2) for iter_4 (anchor-fraction best), SAME config as ladder_iter11_vs_heuristic_n400 (c=3.0 sims=200 matched, seeds 600000-600399 PAIRED). 287W/3D/110L=72.1%=+165.1 elo. vs iter_11 ladder +181.7: diff -16.6 +/-27.7 = -0.6sigma = STATISTICALLY TIED (iter_4 nominally LOWER). CONTRADICTS the c=1.5 head-to-head (anchor_iter4_vs_iter11_n400: iter_4 +39/2.25sigma): the head-to-head gain did NOT translate to absolute strength => ANCHOR-OVERFITTING (iter_4 trained 30% vs iter_11, learned to beat it specifically, not generally) +/- c=1.5 artifact. anchor-fraction did NOT break the v2.7 leaf ceiling on the absolute anchor. Vindicates anchor_before_scaling: relative-vs-lineage-anchor != absolute. iter_11 remains co-strongest."
diag_iter4_vs_iter11_c30_n383,2026-06-02,river,unknown,383,pathb_anchor/ckpt/iter_04.pt,3.0,12,v2_7,200,pathb_anchor/warm.pt(=iter_11),3.0,12,v2_7,200,195,182,6,11.8,9.0,,/mnt/c/carc-shared/pathb_anchor/eval/iter_04_vs_8810,high,"CLOSURE diag (overfitting-vs-c-artifact for the dead +39). iter_4 vs iter_11 net-vs-net at c=3.0 (vs the loop gate's c=1.5). 195W/6D/182L=51.7%=+11.8 elo/+0.66sigma=TIED. The c=1.5 head-to-head was +39/2.25sigma (anchor_iter4_vs_iter11_n400); at production c=3.0 it COLLAPSES to a tie => the +39 was MOSTLY a c-puct artifact (loop gated at c=1.5 != production c=3.0), not pure overfitting. Consistent w/ ladder (iter_4~=iter_11 absolute). Stalled at 383/400 on orphaned claims (VERIFY-mode wait_for_count has no stuck-escape); 383 is enough. LESSON: gate self-play at the PRODUCTION c."
ladder_iter11_vs_heuristic_baseonly_n400,2026-06-02,base,unknown,400,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,HeuristicMCTS,,12,v2_7,200,212,183,5,25.2,17.4,0.8,/mnt/c/carc-shared/rebaseline/iter_11_s200_h200_c30,high,"RE-BASELINE on the NEW base-only BUG-FIXED game (C1 farm-dedup + C2 MCTS-transposition fixes, River dropped). iter_11 vs HeuristicMCTS matched c=3.0/sims=200, seeds 700000-700399. 212W/5D/183L=53.6%=+25.2 elo/1.45sigma. COLLAPSED from the old-game +181.7 elo (ladder_iter11_vs_heuristic_n400, River+buggy): iter_11 apparent dominance was largely game-artifact (River + buggy farm scoring + off-distribution since it trained on the old game). On the REAL game the learned policy adds ~nothing over the v2.7 leaf => motivates Stage B (value-head-in-loop retrain). 3-box disjoint seed shards."
verdict_self_c3_paired_n400,2026-06-02,base,unknown,400,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,198,202,0,-3.5,17.5,,/mnt/c/carc-shared/verdictA/self_c3/eval/iter_03_vs_30,high,"PAIRING SANITY (G-M2). iter_11 vs itself, identical c=3.0, n=400 PAIRED (each deck both colors). 49.5%/z=-0.20 => harness first-player bias GONE (unpaired self-cell was 42%) and variance halved (se 2.5pp). Validates deck-pairing. Work-stealing (--shared-claim) 3-box."
verdict_c15_paired_n400,2026-06-02,base,unknown,400,pathb_loop/ckpt/iter_11.pt,1.5,12,v2_7,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,203,185,12,15.6,17.3,,/mnt/c/carc-shared/verdictA/c15/eval/iter_15_vs_30,medium,c_puct BRACKET (paired n=400): c=1.5 vs production c=3.0. 52.2%/+15.6 elo/z=+0.90 = n.s.
verdict_c20_paired_n400,2026-06-02,base,unknown,400,pathb_loop/ckpt/iter_11.pt,2.0,12,v2_7,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,188,208,4,-17.4,17.4,,/mnt/c/carc-shared/verdictA/c20/eval/iter_20_vs_30,high,c_puct BRACKET (paired n=400): c=2.0 vs c=3.0. 47.5%/-17.4 elo/z=-1.0 = n.s. REVERSES the wave-1 unpaired screen (c=2.0 looked +18pp) -> that was harness bias + noise (textbook lone-spike).
verdict_c25_paired_n400,2026-06-02,base,unknown,400,pathb_loop/ckpt/iter_11.pt,2.5,12,v2_7,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,190,208,2,-15.6,17.3,,/mnt/c/carc-shared/verdictA/c25/eval/iter_25_vs_30,high,c_puct BRACKET (paired n=400): c=2.5 vs c=3.0. 47.8%/-15.6 elo/z=-0.90 = n.s. CONCLUSION across c=1.5/2.0/2.5/3.0: c_puct is FLAT -> production c=3.0 STAYS (cap=12 also flat). Work-stealing 3-box.
verdict_fpu02_paired_n200,2026-06-02,base,unknown,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7fpu0.2,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,112,86,2,45.4,24.5,,/mnt/c/carc-shared/verdictA/fpu02/eval/iter_02_vs_31,medium,"FPU SCREEN (paired n=200): new side fpu_reduction=0.2 vs legacy q=0, same ckpt/c=3.0/cap=12. 56.5%/+45.4 elo/z=+1.85 => FIRST non-flat cell in the whole verdict. FPU is the live lever (unlike c_puct/cap). n=200 is a SCREEN not a verdict (z<2) -> CONFIRM at n=400 paired before promoting. fpu04 (0.4) pending."
verdict_fpu04_paired_n200,2026-06-02,base,unknown,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7fpu0.4,200,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,200,108,90,2,31.4,24.5,,/mnt/c/carc-shared/verdictA/fpu04/eval/iter_04_vs_31,medium,"FPU SCREEN (paired n=200): new side fpu_reduction=0.4 vs legacy q=0, same ckpt/c=3.0/cap=12. 54.5%/+31.4 elo/z=+1.28. SECOND FPU cell, also positive -> with fpu02 (0.2:+45/z1.85) gives TWO independent positive cells, same direction => FPU is a real modest lever (the only one in the whole verdict; c_puct+cap flat). 0.2 screens slightly > 0.4 but within noise. Neither clears 2sigma alone -> CONFIRM the better value at n=400 paired (or fold into Stage-B G-S4 sweep) before promoting fpu_reduction to production."
ladder_iter11_vs_heuristic_baseonly_s800_n1143,2026-06-03,base,unknown,1143,pathb_loop/ckpt/iter_11.pt,3.0,12,v2_7,800,HeuristicMCTS,,12,v2_7,800,652,467,24,56.7,10.4,3.7,/mnt/c/carc-shared/ladder_highsim/iter11_s800_h800_c30,high,"HIGH-SIM LADDER on the clean base-only bug-fixed game (move-count~144 confirms no river). NeuralMCTS(iter_11 net priors + v2.7 leaf VALUE = production play config, NOT raw value head) vs HeuristicMCTS(v2.7 leaf+UCT, NO learned policy), MATCHED sims=800 c=3.0. 652W/24D/467L=58.1%=+56.7 elo/5.5sigma. 3-box disjoint shards, seeds 800000+. KEY: same clean-game matchup at sims=200 was only +25.2/1.45sigma (inconclusive, ladder_iter11_vs_heuristic_baseonly_n400 row). => the learned POLICY's edge over raw heuristic search GROWS with search depth (25->57 elo as sims 200->800); the policy IS real strength, it needs depth to express. NOT a contradiction with the re-baseline (different sims plane). Refutes the pessimistic 'iter_11 ~= heuristic' read, which was a sims=200-only statement. Independent re-tally of the 5800x shard alone (n=426): +51.8/17.0, consistent. Watcher b31dw5g1c auto-tally."
stage_b_iter1_vs_heuristic_baseonly_s200_n400,2026-06-04,base,unknown,400,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS,,12,v2_7,200,245,147,8,86.9,17.9,5.2,/mnt/c/carc-shared/stage_b/eval/iter_01_vs_heur,high,"Stage B iter_01 = clean-data lambda=0 policy retrain (warmstart iter_11, 2 iters base-only bug-fixed self-play) vs HeuristicMCTS, sims=200 c=3.0, PAIRED n=400 (5800x+laptop topup over the n=200 gate). 245W/8D/147L=62.3%=+86.9 elo/4.9sigma. CONFIRMS the n=200 screen (+86.9 exact, not noise). iter_11 baseline same plane = +25.2 -> iter_01 ~= +62 over iter_11, clears Stage-B bar (+25). LARGEST confirmed gain on the clean game = the clean-data POLICY retrain is the real win. Value-in-loop (lambda>0 iters same run) DEGRADED this to ~+35 => value head < heuristic as a self-play guide (C3 negative at current value quality). Follow-up RUN=policy_scale (lambda=0 warm-from-latest from iter_01) tests if policy climbs past +87."
scalingcurve_iter01_s100_h200_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,100,HeuristicMCTS,3.0,12,v2_7,200,57,43,0,49.0,35.1,1.2,/mnt/c/carc-shared/scaling_curve/curve/s100_h200_b0,low,"Test-time scaling Curve A (2026-06-04): iter_01@100 vs FIXED heur@200. n=100 SCREEN. Curve climbs -74(s50)->+49(s100)->~+87(s200conf)->+85(s400)->+70(s800): steep rise out of search-starvation then FLAT vs the fixed weak ref. The flat TOP is a weak-reference ARTIFACT, NOT saturation (depth-scaling is OPEN; see DECISIONS 2026-06-04)."
scalingcurve_iter01_s200_h200_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,200,54,44,2,34.9,34.9,1.7,/mnt/c/carc-shared/scaling_curve/curve/s200_h200_b0,low,MATCHED anchor (Curve A/C s200). iter_01@200 vs heur@200. n=100 SCREEN. THIS +35 is a NOISE-LOW draw; confirmed n=400 value = +86.9 (stage_b_iter1_vs_heuristic_baseonly_s200_n400). seeds 700000+.
scalingcurve_iter01_s200_h200_b25_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7+vb0.25,200,HeuristicMCTS,3.0,12,v2_7,200,52,44,4,27.9,34.9,-0.3,/mnt/c/carc-shared/scaling_curve/curve/s200_h200_b025,low,"VALUE-AT-PLAY-TIME probe (#1): iter_01@200, NN value blended into v2.7 leaf lambda=0.25, vs HeuristicMCTS@200. n=100 SCREEN. value head HURTS at play-time (lambda0.5=-123); companion to lambda0 baseline + Stage-B value-in-loop finding."
scalingcurve_iter01_s200_h200_b50_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,33,67,0,-123.0,36.9,-11.5,/mnt/c/carc-shared/scaling_curve/curve/s200_h200_b05,low,"VALUE-AT-PLAY-TIME probe (#1): iter_01@200, NN value blended into v2.7 leaf lambda=0.5, vs HeuristicMCTS@200. n=100 SCREEN. value head HURTS at play-time (lambda0.5=-123); companion to lambda0 baseline + Stage-B value-in-loop finding."
scalingcurve_iter01_s200_h400_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,400,41,57,2,-56.1,35.2,0.4,/mnt/c/carc-shared/scaling_curve/curve/s200_h400_b0,low,Reference-hardness Curve B: iter_01@200 vs heur@400 (deeper ref). n=100 SCREEN. net@200 loses to heur@400 (-56)=compute race; noisy at n=100 (heur800=+10).
scalingcurve_iter01_s200_h800_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,800,50,47,3,10.4,34.8,-1.7,/mnt/c/carc-shared/scaling_curve/curve/s200_h800_b0,low,Reference-hardness Curve B: iter_01@200 vs heur@800 (deeper ref). n=100 SCREEN. net@200 loses to heur@400 (-56)=compute race; noisy at n=100 (heur800=+10).
scalingcurve_iter01_s400_h200_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,400,HeuristicMCTS,3.0,12,v2_7,200,60,36,4,85.0,35.8,4.8,/mnt/c/carc-shared/scaling_curve/curve/s400_h200_b0,low,"Test-time scaling Curve A (2026-06-04): iter_01@400 vs FIXED heur@200. n=100 SCREEN. Curve climbs -74(s50)->+49(s100)->~+87(s200conf)->+85(s400)->+70(s800): steep rise out of search-starvation then FLAT vs the fixed weak ref. The flat TOP is a weak-reference ARTIFACT, NOT saturation (depth-scaling is OPEN; see DECISIONS 2026-06-04)."
scalingcurve_iter01_s50_h200_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,50,HeuristicMCTS,3.0,12,v2_7,200,38,59,3,-74.1,35.5,-4.3,/mnt/c/carc-shared/scaling_curve/curve/s50_h200_b0,low,"Test-time scaling Curve A (2026-06-04): iter_01@50 vs FIXED heur@200. n=100 SCREEN. Curve climbs -74(s50)->+49(s100)->~+87(s200conf)->+85(s400)->+70(s800): steep rise out of search-starvation then FLAT vs the fixed weak ref. The flat TOP is a weak-reference ARTIFACT, NOT saturation (depth-scaling is OPEN; see DECISIONS 2026-06-04)."
scalingcurve_iter01_s800_h200_b00_base,2026-06-04,base,f792538,100,stage_b/ckpt/iter_01.pt,3.0,12,v2_7,800,HeuristicMCTS,3.0,12,v2_7,200,60,40,0,70.4,35.5,6.8,/mnt/c/carc-shared/scaling_curve/curve/s800_h200_b0,low,"Test-time scaling Curve A (2026-06-04): iter_01@800 vs FIXED heur@200. n=100 SCREEN. Curve climbs -74(s50)->+49(s100)->~+87(s200conf)->+85(s400)->+70(s800): steep rise out of search-starvation then FLAT vs the fixed weak ref. The flat TOP is a weak-reference ARTIFACT, NOT saturation (depth-scaling is OPEN; see DECISIONS 2026-06-04)."
searchval_s200_iter00_vs_heuristic_baseonly_s200_n200,2026-06-04,base,5c102d6,200,/mnt/c/carc-shared/searchval_s200/ckpt/iter_00.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,200,125,71,4,96.2,25.5,3.9,/mnt/c/carc-shared/searchval_s200/eval/iter_00_vs_heur,medium,"Search-value retrain iter_00 (warm iter_01, sims=200, value_target=search_value, lambda=0) POLICY gate vs HeuristicMCTS @ blend=0 (value head NOT in leaf). Policy intact after training on root.Q value targets; consistent with iter_01 +87. Gate A (separate held-out probe): value-head corr 0.289->0.464 = overfitting FIXED."
searchval_s200_iter00_valueblend05_vs_heuristic_baseonly_s200_n200,2026-06-04,base,5c102d6,200,/mnt/c/carc-shared/searchval_s200/ckpt/iter_00.pt,3.0,12,v2_7+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,89,110,1,-36.6,24.7,-6.6,/mnt/c/carc-shared/searchval_s200/eval/blend05,medium,"Gate B: value-blend@play lambda=0.5 (CARCASSONNE_V25_VALUE_BLEND=0.5), search-value iter_00 vs HeuristicMCTS @ sims200 paired. -36.6 elo vs iter_01's -123 at same lambda = +86 better blend behavior (head matches v2.7, no longer poisons search) but still net-negative vs lambda=0 baseline +96.2 -> head must EXCEED v2.7 to help; motivates sims=400 stronger-target run. Baseline lambda=0 = searchval_s200_iter00_vs_heuristic row."
searchval_s400_iter00_vs_heuristic_baseonly_s400_n100,2026-06-04,base,970a0fe,100,/mnt/c/carc-shared/searchval_s400/ckpt/iter_00.pt,3.0,12,v2_7,400,HeuristicMCTS,3.0,12,v2_7,400,59,39,2,70.4,35.5,4.8,/mnt/c/carc-shared/searchval_s400/eval/iter_00_vs_heur,low,"sims=400 search-value retrain iter_00 (warm iter_01, value_target=search_value@sims400, lambda=0) POLICY gate vs HeuristicMCTS @ sims400 blend=0. +70.4 (n=100, +/-35.5) consistent with +87/+96 (n=100 noise). KEY: re-Gate-A held-out value-head corr = +0.4675 (sims400) vs +0.4644 (sims200) = FLAT (within 1 SE). Higher-sims targets do NOT push the head past v2.7; ~0.47 = info ceiling of (board,scalars)->margin (matches C4a from-scratch CNN 0.469). Overfitting fix real (0.29->0.47) but sims-scaling lever to BEAT v2.7 refuted."
searchval_s400_iter00_valueblend10_purennleaf_vs_heuristic_baseonly_s200_n100,2026-06-04,base,970a0fe,100,/mnt/c/carc-shared/searchval_s400/ckpt/iter_00.pt,3.0,12,v2_7+vb1.0,200,HeuristicMCTS,3.0,12,v2_7,200,3,96,1,-576.2,94.5,-40.9,/mnt/c/carc-shared/searchval_s400/eval/blend10,medium,"Gate B lambda=1.0 = PURE NN value leaf (v2.7 fully replaced), sims400 search-value head vs HeuristicMCTS @ sims200 paired. -576.2 elo (3W/1D/96L) = CATASTROPHIC. Full blend curve: lambda0=+96, lambda0.5=-37, lambda1.0=-576 (monotone cliff). Head matches v2.7 ON-distribution (corr 0.47) but is near-random OFF-distribution (MCTS tree interior) -> cannot be a search leaf. v2.7's hand-crafted everywhere-validity is exactly what the learned net lacks. Option 1 (fast NN leaf) DEAD; Option 2 (off-dist targets) = 670-elo gap, bounded payoff -> not worth it."
searchval_tree_iter00_blend00_vs_heuristic_baseonly_s200_n100,2026-06-05,base,ee0c090,100,/tmp/svtree/ckpt/iter_00.pt,3.0,12,v2_7,200,HeuristicMCTS,3.0,12,v2_7,200,57,41,2,56.1,35.2,1.8,/mnt/c/carc-shared/searchval_tree/eval_svtree_blend_00,medium,"FLYWHEEL step 1 (interior value targets, search_value_tree) net, policy-only leaf (lambda=0). +56 vs trajectory-head searchval_s200 +96 (within ~1sigma; value-row flood may pull shared trunk toward value). Curve: l0=+56 l0.5=-24 l1.0=crater."
searchval_tree_iter00_blend05_vs_heuristic_baseonly_s200_n100,2026-06-05,base,47fd796,100,/tmp/svtree/ckpt/iter_00.pt,3.0,12,v2_7+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,46,53,1,-24.4,34.8,-5.1,/mnt/c/carc-shared/searchval_tree/eval_svtree_blend_05,medium,"FLYWHEEL step 1 net, value-blend lambda=0.5. -24.4 = still net-negative vs lambda=0 (+56); ~ trajectory head's -37 (within noise). Interior training did NOT make the blended value an asset. held-out value-search-Q corr 0.84 (vs 0.46) did NOT translate to search usefulness -> corr is the wrong gauge (again)."
searchval_tree_iter00_blend10_purennleaf_vs_heuristic_baseonly_s200_n14partial,2026-06-05,base,47fd796,14,/tmp/svtree/ckpt/iter_00.pt,3.0,12,v2_7+vb1.0,200,HeuristicMCTS,3.0,12,v2_7,200,0,14,0,-800.0,nan,-41.4,/mnt/c/carc-shared/searchval_tree/eval_svtree_blend_10,low,"FLYWHEEL step 1 net, pure NN leaf lambda=1.0. 0W/0D/14L (PARTIAL n=14, eval killed early - verdict already clear). Catastrophic like trajectory head's -576. One-shot interior training cannot make the value fully replace the v2.7 leaf (distribution shifts when the leaf changes)."
searchval_tree_GP_iter00_blend05_vs_heuristic_baseonly_s200_n100,2026-06-05,base,e4a77ed,100,/tmp/iter_00_gp.pt,3.0,12,v2_7+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,44,55,1,-38.4,35.0,-7.2,/mnt/c/carc-shared/searchval_tree/eval_gp_b05,medium,"FLYWHEEL step 2 (global-pooling value head, partial-warm iter_01 trunk/policy + fresh GP value head, 5ep on 822K interior data). value-blend lambda=0.5 = -38.4 ~ step-1's -24 (within noise) -> GLOBAL POOLING DID NOT HELP the value-as-leaf. corr 0.8446 ~ step-1's 0.8435 (flat). GATE FAILED (target lambda0.5>=0)."
searchval_tree_GP_iter00_blend10_purennleaf_vs_heuristic_baseonly_s200_n100,2026-06-05,base,e4a77ed,100,/tmp/svtree_gp/ckpt/iter_00.pt,3.0,12,v2_7+vb1.0,200,HeuristicMCTS,3.0,12,v2_7,200,4,96,0,-552.1,88.6,-42.0,/mnt/c/carc-shared/searchval_tree/eval_gp_b10,medium,"FLYWHEEL step 2 GP net, pure NN leaf lambda=1.0 = -552 (4W/0D/96L) ~ step-1's -576. Same crater. Global pooling changed nothing across the whole curve (lambda0.5 -38, lambda1.0 -552). 3rd value net confirming: a 0.84-outcome-corr value is not a usable MCTS leaf; not fixed by data (step1) or board-wide context (step2)."
mimic_v27_iter00_blend00_vs_heuristic_baseonly_s200_n100,2026-06-05,base,a7691e4,100,/mnt/c/carc-shared/mimic_v27/ckpt/iter_00.pt,3.0,12,v2_7+vb0.0,200,HeuristicMCTS,3.0,12,v2_7,200,49,48,3,3.5,34.7,0.1,/mnt/c/carc-shared/mimic_v27/eval/iter_00_vs_heur,medium,"STEP B.0 mimic-v2.7 (value_target=v2_7: head trained to predict the v2.7 LEAF VALUE tanh(vs2/15), warm iter_01, vlw=1.0, 400 games). lambda=0 (value head unused) = +3.5 (49W/3D/48L) ~ even; ~1.5sigma below searchval's +56 (n=100 noise; games near-identical between runs). Policy ~iter_01 level."
mimic_v27_iter00_blend05_vs_heuristic_baseonly_s200_n100,2026-06-05,base,a7691e4,100,/mnt/c/carc-shared/mimic_v27/ckpt/iter_00.pt,3.0,12,v2_7+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,42,53,5,-38.4,35.0,-6.6,/mnt/c/carc-shared/mimic_v27/eval_b05,medium,"STEP B.0 mimic-v2.7 lambda=0.5 = -38.4 (42W/5D/53L) ~ searchval -24 / GP -38. Even a head trained on the OPTIMAL target (v2.7 itself, which ranks siblings at tau=0.60) fails the blend gate. KEY: decision-ranking probe tau_net=+0.088 (=chance, =searchval's 0.081) DESPITE global corr 0.86 -> MSE regression cannot produce a sibling-ranker REGARDLESS of target -> the LOSS FORM is the problem, not the target."
mimic_v27_iter00_blend10_purennleaf_vs_heuristic_baseonly_s200_n100,2026-06-05,base,a7691e4,100,/mnt/c/carc-shared/mimic_v27/ckpt/iter_00.pt,3.0,12,v2_7+vb1.0,200,HeuristicMCTS,3.0,12,v2_7,200,3,97,0,-603.9,101.8,-36.8,/mnt/c/carc-shared/mimic_v27/eval_b10,medium,"STEP B.0 mimic-v2.7 pure NN leaf lambda=1.0 = -603.9 (3W/0D/97L) ~ searchval -576 / GP -552. Same crater. 4th value net confirming value-as-leaf failure; FIRST to isolate the cause to the LOSS FORM (mimic the optimal v2.7 target under MSE -> still tau=chance 0.088 -> ranking loss is mandatory, STEP B.1)."
rank_a05t01_blend05_vs_heuristic_baseonly_s200_n200,2026-06-05,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a05t01.pt,3.0,12,v2_7+rankL_a0.5_t0.1+vb0.5,200,HeuristicMCTS,3.0,12,v2_7,200,101,97,2,6.9,24.6,-2.4,/mnt/c/carc-shared/rank_sweep/eval_a05t01_b05,medium,"STEP B.1 listwise sibling-ranking loss (alpha=0.5,temp=0.1), only COMPLETE sweep config. lambda=0.5 ABSOLUTE=+6.9 but MARGINAL (lambda0.5 - lambda0[+64]) = -67 -> value head STILL HURTS the blend. Best of the sweep vs pure-MSE marginal -80/-94 (helps) but NOT an asset (marginal<0). Judge by marginal not absolute (the +6.9 is policy-confounded + within noise). Others partial at compaction."
rank_a05t01_blend10_purennleaf_vs_heuristic_baseonly_s200_n200,2026-06-05,base,88a5b5e,200,/mnt/c/carc-shared/rank_sweep/ckpt/a05t01.pt,3.0,12,v2_7+rankL_a0.5_t0.1+vb1.0,200,HeuristicMCTS,3.0,12,v2_7,200,22,177,1,-358.8,38.9,-29.7,/mnt/c/carc-shared/rank_sweep/eval_a05t01_b10,medium,"STEP B.1 ranking-loss net, pure NN leaf lambda=1.0 = -358.8 (22W/1D/177L). Crater SHRANK ~250 elo vs prior MSE heads (-576/-604) -> the ranking loss DID improve leaf quality, but the pure NN leaf is still far below v2.7. Consistent with 'helps but insufficient'."
lever1_residual_s0_baseline_vs_heuristic_baseonly_s200_n200,2026-06-06,base,b358839,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0,200,HeuristicMCTS,3.0,12,v2_7,200,106,90,4,27.9,25.0,1.93,/mnt/c/carc-shared/lever_seq/eval_residual_s0,medium,"Lever 1 (predict-v2.7+residual) BASELINE: residual-net priors + PURE v2.7 leaf (scale=0). The paired baseline for the residual marginal (seed 700000)."
lever1_residual_s025_vs_heuristic_baseonly_s200_n200,2026-06-06,base,b358839,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.25,200,HeuristicMCTS,3.0,12,v2_7,200,125,71,4,96.2,26.0,5.08,/mnt/c/carc-shared/lever_seq/eval_residual_s025,medium,"Lever 1 WINNER (SCREEN): leaf = v2.7 + 0.25*Delta, head predicts Delta=searchQ-v2.7. MARGINAL vs scale0 = +68.3 (z=1.93) -> FIRST asset-positive learned value leaf (vs -24/-38/-67 for all prior MSE/ranking approaches). Inverted-U (scale0.5 also +ve). n=400 confirmation (seed 800000) IN FLIGHT before flywheel."
lever1_residual_s05_vs_heuristic_baseonly_s200_n200,2026-06-06,base,b358839,200,/mnt/c/carc-shared/lever_seq/ckpt/residual.pt,3.0,12,v2_7+resid_s0.5,200,HeuristicMCTS,3.0,12,v2_7,200,121,76,3,79.5,25.0,4.63,/mnt/c/carc-shared/lever_seq/eval_residual_s05,medium,"Lever 1 scale=0.5: marginal +51.6 (z=1.5), also positive. Inverted-U peak near scale~0.25. Two consistent +ve scales = real signal, not a lone spike (the a30t03 lesson)."
